Post iD,Title,Report Year,Status,Year Cancelled,Date of Last Event,Litigation,Litigation Venue,State,County,County ID,Municipality,Type,Capacity,Area,Content,Citations,State_List
2221,Ridgeline Wind Energy Project (Bonneville County),2025,Canceled,2010.0,2010,No,,ID,Bonneville County,16019,City of Idaho Falls,Wind,135.0,10000.0,"In 2010, Ridgeline Energy was denied a permit by the Bonneville County Planning and Zoning Commission to construct a 135-MW wind farm on 10,000 acres outside of Idaho Falls. The Commission cited fears of impeding residential growth, losing future property tax revenue from residential development, blocking views, and possible impacts to a wildlife management area as reasons for the denial.","Brad Carlson, Bonneville County Tables Ridgeline Wind Project After Appeal, Idaho Business Review, Oct. 26, 2010, https://idahobusinessreview.com/2010/10/26/bonneville-county-to-hear-ridgeline-wind-project-appeal/.",['ID']
2222,Alexis Solar Project (Mercer County),2025,Canceled,2023.0,2023,No,,IL,Mercer County,17131,Village of Alexis,Solar,,380.0,"Mercer County residents have expressed opposition to a 380-acre solar farm that Birch Creek Energy has proposed for Alexis, Illinois. At an October 2023 meeting with the Mercer County Zoning Board, some residents expressed concerns about loss of farmland. Local opposition also focused on concerns about noise and environmental impacts, including impacts to endangered species. The Mercer County Zoning Board denied Birch Creek’s conditional use permit application in November 2023.","Jonathan Fong and Nora Reichardt, Community members give thoughts on proposal for solar farm in Mercer County, WQAD, Oct. 26, 2023, https://www.wqad.com/article/news/local/community-members-frustrated-mercer-county-solar-farm-proposal/526-fa76dae9-3d11-4e7a-a233-a3db5f77c75b; Jonathan Fong, Proposed solar farm in Mercer County drawing frustration with neighbors, WQAD, Nov. 29, 2023, https://www.wqad.com/article/news/local/proposed-solar-farm-mercer-county/526-4fc946a4-f120-447d-80fd-410af348c27f; Mercer County Zoning Board Rejects Solar Farm Application, WRMJ, Dec. 27, 2023, https://wrmj.com/915987-2/",['IL']
2223,Alta Wind Farm (DeWitt County),2025,Operational,,2023,Yes,State,IL,De Witt County,17039,,Wind,200.0,,"The Alta Wind Farm was approved in July 2020 by the DeWitt County Board despite local opposition. The 200-MW project had been proposed nearly 10 years before. In October 2020, opponents filed two separate lawsuits to stop the project but dropped both of those lawsuits in March 2021. In July 2021, the DeWitt County Board approved a motion preventing the issuance of new building permits to Enel Green Power for the Alta Wind Farm until the company could prove that its turbines could be curtailed during severe weather events. An Illinois judge then issued a mandamus order holding that the Dewitt County Board lacked legal authority to halt the issuance of building permits. The wind farm proceeded to operation in June 2023.","Alta Farms Wind Project, USA, Enel, https://www.enelgreenpower.com/our-projects/under-construction/alta-farms-wind-project (last visited Feb. 6, 2023); Kevin Barlow, Construction for Dewitt County Wind Farm Set for 2021, Herald & Review, July 16, 2020, https://herald-review.com/news/local/construction-for-dewitt-county-wind-farm-set-for-2021/article_54218406-cc15-59e2-b122-26205e7e3d53.html; Kade Heather, Lawsuits Withdrawn: DeWitt County Wind Farm Opponents Cease Legal Action Against Project, Herald & Review, Mar. 26, 2021, https://herald-review.com/news/local/crime-and-courts/lawsuits-withdrawn-dewitt-county-wind-farm-opponents-cease-legal-action-against-project/article_45903901-4855-5d17-aea8-24f5e60cd396.html; Kade Heather, Judge: DeWitt County Board ‘lacked legal authority’ to suspend wind farm permits, Pantagraph, September 9, 2021, https://pantagraph.com/news/local/crime-courts/judge-dewitt-county-board-lacked-legal-authority-to-suspend-wind-farm-permits/article_8d50a3a7-dfe3-546c-b279-9457eef3294d.html; Jessica Casey, Enel commences operation of Alta Farms wind farm, Energy Global, June 22, 2023, https://www.energyglobal.com/wind/22062023/enel-commences-operation-of-alta-farms-wind-farm/.",['IL']
2224,Amp Solar’s Pratt Road Solar Garden (Dekalb County),2025,Pending,,2023,No,,IL,DeKalb County,17037,,Solar,5.0,76.0,"On May 1, 2023, the Sandwich City Council issued a resolution asking the DeKalb County Board to reject plans for a 5-MW, 76-acre solar farm on the periphery of the city. The resolution stated that the project, if approved, would unduly constrain the city’s growth.","Eric Schelkopf, Sandwich City Council voices opposition to proposed solar farm along Pratt Road, Shaw Local News Network, May 4, 2023, https://www.shawlocal.com/kendall-county-now/2023/05/03/sandwich-city-council-voices-opposition-to-proposed-solar-farm-along-pratt-road/",['IL']
2225,Bundleflower Solar LLC (Livingston County),2025,Canceled,2023.0,2023,No,,IL,Livingston County,17105,City of Pontiac,Solar,,,"In February 2023, the City of Pontiac Planning and Zoning Board denied the application of Bundleflower Solar LLP for a rezoning, special-use permit, and variance in order to install a solar farm. The applicant had requested to decrease the 1,500-foot setback requirement to a 100-foot setback to enable the construction of a 5,568-panel project. Soon after the Board’s decision, Bundleflower withdrew its application for the solar farm.","Bonner Cohen, Illinois town nixes solar desert, CFACT, Mar. 11, 2023, https://www.cfact.org/2023/03/11/illinois-town-nixes-solar-desert/; Minutes of the City of Pontiac Planning &amp; Zoning Board, February 13, 2023, https://www.pontiac.org/AgendaCenter/ViewFile/Minutes/_02132023-950",['IL']
2226,Ford Ridge Wind Farm (Ford County),2025,Pending,,2021,No,,IL,Ford County,17053,,Wind,,,"In March 2021, the Ford Ridge Wind Farm received the necessary building permit from Ford County 12 years after approval of the special use permit for the site. The project was held up for years due to the Ford County wind moratorium described above.","Brendan Denison, Ford Ridge Wind Farm Building Permit Approved by County, WCIA, Mar. 23, 2021, https://www.wcia.com/news/wind-farm-building-permit-approved-in-ford-county/.",['IL']
2227,Goose Creek Wind Project / Prosperity Wind Farm (Piatt County),2025,Pending,,2023,No,,IL,Piatt County,17147,,Wind,300.0,,"On February 3, 2023, the Piatt County Zoning Board of Appeals voted against recommending a zoning permit for Apex Clean Energy’s 300-MW, 50-turbine Goose Creek wind project. This followed 14 nights of hearings in November and December. Opponents of the project emphasized health issues, shadow flicker, the loss of farmland, and the lack of need for additional energy in the community. In October 2023, citing intervening changes in Illinois law, the Piatt County Board approved the project, which, by then, had been renamed Prosperity Wind Farm.","Jim Meadows, A Piatt County Zoning Board Votes Against a Wind Farm, but the County Board Will Have the Final Say, Illinois Newsroom, Feb. 3, 2023, https://illinoisnewsroom.org/in-piatt-county-a-zoning-board-votes-against-a-wind-farm-but-the-county-board-will-have-the-final-say/; David Gelles, The U.S. Will Need Thousands of Wind Farms. Will Small Towns Go Along?, N.Y. Times, Dec. 30, 2022, https://www.nytimes.com/2022/12/30/climate/wind-farm-renewable-energy-fight.html; Jim Meadows, The Piatt County Board, with reluctance, approves the county’s first wind farm, IPM News, Oct. 16, 2023, https://ipmnewsroom.org/the-piatt-county-board-with-reluctance-approves-the-countys-first-wind-farm/; County approves wind farm, Piatt County Journal-Republican, Oct. 19, 2023, https://www.journal-republican.com/news/county-approves-wind-farm/article_711d05a6-6e9e-11ee-9a75-a7b72bea20a6.html.",['IL']
2228,"Grain Belt Express (Christian, Clark, Cumberland, Greene, Macoupin, Montgomery, Pike, Scott, and Shelby Counties)",2025,Pending,,2024,Yes,State,IL,Christian County|Clark County|Cumberland County|Greene County|Macoupin County|Montgomery County|Pike County|Scott County|Shelby County,17021|17023|17035|17061|17117|17135|17149|17171|17173,,Transmission,,,"In 2015, Clean Line Energy proposed a project to build 207 miles of a high-voltage direct current (HVDC) power line between the Mississippi River and Indiana border to transmit clean energy. The Illinois Commerce Commission (ICC) first approved it in 2015. Landowner and agriculture groups called Concerned Citizens and Property Owners, Illinois Agricultural Association, and Landowners Alliance of Central Illinois challenged the approval in state court, and, in 2018, an Illinois appellate court overturned the approval on the grounds that regulators improperly allowed the company to use an expedited review process. The project was eventually taken over in 2020 by Invenergy, but the previous court order still prevented the project from going forward. In 2022, Gov. J.B. Pritzker signed the Climate and Equitable Jobs Act, which enabled construction to proceed despite the court’s ruling. The ICC approved the project for the second time in March 2023, allowing Invenergy to start building the HVDC power line. In August 2023, an Illinois appellate court enacted a stay on implementation of the March 2023 order to decide the project’s constitutionality. In September 2023, the court lifted the stay allowing the developer to continue with planning while the appeal moves forward. In August 2024, the Illinois appellate court reversed the ICC’s March 2023 approval of the project, citing issues with the financing of the project. In November 2024, the state’s Supreme Court granted leave to hear the appeal of the appellate court’s ruling. <span style=""font-weight: 400;"">[On July 23, 2025 the U.S. Department of Energy announced the cancellation of a $4.9 billion conditional federal loan guarantee that would have funded phase one of the project which was planned to run from Ford County in Kansas to Callaway County in Missouri].</span>","<span style=""font-weight: 400;"">John Hanna, </span><i><span style=""font-weight: 400;"">Trump administration canceled a $4.9B loan guarantee for a line to deliver green power</span></i><span style=""font-weight: 400;"">, AP NEWS, Jul. 23, 2025, </span><span style=""font-weight: 400;"">https://apnews.com/article/</span><span style=""font-weight: 400;"">green</span><span style=""font-weight: 400;"">-energy-transmission-line-grain-belt-express-6d674ba10fc2d5700133989695e838ec</span><span style=""font-weight: 400;"">; Matthew Zeitlin, </span><i><span style=""font-weight: 400;"">After Trump Phone Call, DOE Cancels $5 Billion for Grain Belt Express, </span></i><span style=""font-weight: 400;"">HEATMAP, Jul. 23, 2025, </span><span style=""font-weight: 400;"">https://</span><span style=""font-weight: 400;"">heatmap.news</span><span style=""font-weight: 400;"">/sparks/doe-grain-belt-express-guarantee;Keith Goldberg, Illinois Top Court Will Decide Fate of $7B Power Line Permit, law 360, Nov. 27, 2024, https://www.law360.com/energy/articles/2266693; Tom Lotshaw, Illinois Appeals Court Nixes $7B Power Line Certification, law 360, Aug. 9, 2024, https://www.law360.com/construction/articles/1868219/illinois-appeals-court-nixes-7b-power-line-certification; Tammi Sloup, Court reverses ICC order on Grain Belt Express project, Farm Week Now, Aug. 8, 2024, https://www.farmweeknow.com/policy/state/court-reverses-icc-order-on-grain-belt-express-project/article_c1e93846-55b7-11ef-80fd-1f93cd892334.html; Timothy Eggert, Illinois appellate court lifts stay on Grain Belt Express project, Farmweek Now, Sept. 21, 2023, https://www.farmweeknow.com/policy/state/illinois-appellate-court-lifts-stay-on-grain-belt-express-project/article_7543dbda-5726-11ee-8184-9ffb084b6d2a.html; </span>Concerned Citizens and Property Owners v. Illinois Commerce Commission, Case No. 15-0277 (Ill. App. Ct. March 13, 2018); Jeffrey Tomich, Illinois approves $7B Midwest transmission line, Energy Wire, Mar. 9, 2023, https://subscriber.politicopro.com/article/eenews/2023/03/09/illinois-approves-7b-midwest-transmission-line-00086074.

&nbsp;",['IL']
2229,Harvest Ridge Wind Farm (Douglas County),2025,Operational,,2020,No,,IL,Douglas County,17041,,Wind,200.0,,"In June 2018, residents of Newman Township voted 86-57 in favor of enacting a zoning ordinance to block the proposed 200-MW Harvest Ridge Wind Farm. The Douglas County Board, however, approved the project.  In July 2020, the project was completed.","EDP Renewables, Harvest Ridge Wind Farm Is Generating Clean Energy in Douglas County, Globe Newswire, July 30, 2020, https://www.globenewswire.com/en/news-release/2020/07/30/2070471/0/en/Harvest-Ridge-Wind-Farm-is-Generating-Clean-Energy-in-Douglas-County.html.",['IL']
2230,HillTopper Wind Farm (Logan County),2025,Operational,,2018,No,,IL,Logan County,17107,,Wind,200.0,7600.0,"Considerable opposition to the construction of a 7,600-acre, 200-MW wind farm in the Mount Pulaski area led the Logan County board to initially deny the application for a conditional use permit in 2015. The project was eventually approved and was completed in 2018.","Jessica Lema, 7,600-acre wind farm petition falls flat in Logan County, The Lincoln Courier, Jan. 23, 2015, https://www.wind-watch.org/news/2015/01/23/7600-acre-wind-farm-petition-falls-flat-in-logan-county/; David Blanchette, Wind Farm Project Starting in Mount Pulaski Area, State Journal-Register, Aug. 12, 2019, https://www.sj-r.com/story/news/2019/08/12/wind-farm-project-starting-in/4479008007/.",['IL']
2231,Indigo Solar Project (Winnebago County),2025,Canceled,2024.0,2024,No,,IL,Winnebago County,17201,,Solar,5.0,32.0,"On August 14, 2024, the Rockford City Council voted unanimously to oppose a 5-MW solar farm that would be located on 32 acres of farmland, although city officials expressed doubt that they have the authority to stop the project under state law. City officials have stated that they would prefer to use the area for residential development.","Tilly Robinson, Rockford City Council Plans to File Objection to Proposed Solar Farm, Rockford Register Star, Aug. 14, 2024, https://www.rrstar.com/story/news/local/2024/08/14/rockford-city-council-plans-to-file-objection-to-proposed-solar-farm/74786370007/.",['IL']
2232,Niyol Wind Farm (Logan County),2025,Operational,,2021,No,,IL,Logan County,17107,,Wind,200.0,,"In April 2020, the Logan County Planning and Zoning Commission voted 4-2 to table the conditional use permit applications for up to 82 wind turbines after a group called Concerned Citizens for a Safe Logan County expressed concerns regarding population density, sound levels and environmental protection.  Despite delays caused by local opponents, the project was ultimately completed in 2021, with 74 wind turbines capable of generating 200 MW.","Jeff Rice, NextEra, Tri-State Cut the Ribbon on Niyol Wind Farm, Sterling Journal-Advocate, Nov. 4, 2021, https://www.journal-advocate.com/2021/11/04/nextera-tri-state-cut-the-ribbon-on-niyol-wind-farm/.",['IL']
2233,Pleasant Ridge Wind Farm (Livingston County),2025,Canceled,,2015,No,,IL,Livingston County,17105,,Wind,250.0,,"In 2014, Invenergy LLC applied to build a 136-turbine, 250-MW wind energy project in Livingston County, which faced opposition from a local group called United Citizens for Livingston County. In July 2015, the Livingston County board denied the developer’s application for a special use permit.","Cynthia Grau, Livingston County Rejects Wind Farm, WJBC, July 17, 2015, https://www.wjbc.com/2015/07/17/livingston-county-rejects-wind-farm/; Illinois wind-farm project runs into opposition, WGIL, June 5, 2015, https://www.wgil.com/2015/06/06/illinois-wind-farm-project-runs-into-opposition/; Invenergy, Pleasant Ridge Wind Energy Project, Livingston County, Ill., Aug. 20, 2014, https://www.livingstoncounty-il.org/wordpress/wp-content/uploads/2014/08/Pleasant-Ridge-Livingston-County-Special-Use-Permit_082014.pdf; United Citizens for Livingston County (UCLC) Exhibits, Livingston County, Ill., https://www.livingstoncounty-il.org/wordpress/county-services/zoning-and-planning/wind-energy-projects/united-citizens-for-livingston-county-uclc/.",['IL']
2234,Princeton Technology Park Solar Array (Buerau County),2025,Pending,,2023,No,,IL,Bureau County,17011,City of Princeton,Solar,,7.0,"In January 2023, the Princeton City Council voted to table a resolution to allow for the construction of a 7-acre solar array in the city’s Technology Park. Opponents at a public meeting raised concerns about room for future expansion and impacts on surrounding businesses.","Jayce Eustice, Princeton Council Tables Solar Array Resolution; Citing Location and Expansion Concerns, Shaw Local, Jan. 17, 2023, https://www.shawlocal.com/bureau-county-republican/news/government/2023/01/17/princeton-council-tables-solar-array-resolution-citing-location-and-expansion-concerns/",['IL']
2235,SolarStone Partners Solar Farm (Tazewell County),2025,Canceled,2023.0,2023,No,,IL,Tazewell County,17179,,Solar,,,"In February 2023, the Tazewell County Board unanimously rejected a zoning change that would have allowed SolarStone Partners to establish a solar farm near Illinois Central Christian School. The board also voted against a zoning change that would have brought a wind farm to the county.","Sam Godby, No solar farm coming to Tazewell County, CI Proud, Feb 23, 2023, https://www.centralillinoisproud.com/news/local-news/no-solar-farm-coming-to-tazewell-county/",['IL']
2236,Top Hat Wind Project (Logan County),2025,Pending,,2022,No,,IL,Logan County,17107,,Wind,200.0,,"As of November 2022, over 1,000 people had signed a petition opposing plans for the 200-MW, 60-turbine Top Hat Wind Project over concerns about interference with radar. That same month, however, after the developers entered into an agreement with the National Weather Service to shut off the turbines in case of severe weather, the Logan County Board approved the project. Opponents, including a group called Logan County Residents Against the Top Hat Wind Factory, stated that they were considering filing a lawsuit.","Doug Wolfe, Lawsuit Possible in Wind Farm Controversy, WAND, Nov. 17, 2022, https://www.wandtv.com/news/lawsuit-possible-in-wind-farm-controversy/article_51f6cc7a-66c0-11ed-b1f0-23f9e1111d03.html; Cole Henke, Doppler Dispute: Public Weighs in on Controversial Wind Farm Proposal that Could Affect Weather Services, WCIA, Nov. 11, 2022, https://www.wcia.com/news/local-news/doppler-dispute-public-weighs-in-on-controversial-wind-farm-proposal-that-could-affect-weather-services/.",['IL']
2237,Will County Solar Farm (Will County),2025,Canceled,2024.0,2024,No,,IL,Will County,17197,,Solar,300.0,3600.0,"On September 10, 2024, the Will County Land Use and Development Committee voted unanimously to deny a special use permit to construct a 300-MW solar project on 3,600 acres of land in Custer and Reed townships. The developer ACCIONA Energia presented plans for the project as early as November 2021. Local residents and officials raised concerns about visual impacts, property value impacts, loss of farmland, decommissioning.","Rose Panieri, Custer Solar Project Voted Down by Will County Land Use, The Free Press Newspapers, Sept. 17, 2024, http://freepressnewspapers.com/content/custer-solar-project-voted-down-will-county-land-use; Will County Solar Farm, ACCIONA Energia, https://www.acciona.com/projects/will-county-solar-farm (last visited June 9, 2025).",['IL']
2238,Aypa Solar Project (Jefferson County),2025,Canceled,2024.0,2024,No,,IN,Jefferson County,18077,Madison City,Solar,,,"In September 2024, the Madison City Council voted to deny a rezoning proposal that would have allowed the proposed Aypa Power solar farm to proceed in Madison, Indiana. Residents expressed concerns about buffer zones and impacts on the environment and wildlife.","City council votes against solar farm in Madison, Indiana, WHAS11, 2024, https://www.whas11.com/article/news/local/indiana/city-council-votes-against-solar-farm-madison-indiana/417-12ca7ee5-44ee-4e73-9372-6e2a72567afb; Zoning denied for proposed solar farm, TAXNOT, 2024, https://taxnot.com/zoning-denied/.",['IN']
2239,Big Blue Ribbon Wind Farm (Henry County),2025,Canceled,2018.0,2019,No,,IN,Henry County,18065,,Wind,,,"The Henry County Planning Commission rejected a proposal for the Big Blue Ribbon Wind Farm in 2019 amidst community opposition to the project. Residents raised concerns about health impacts and property rights, arguing that a 1,500-foot setback from homes was not sufficient.","Mike Hughlett, Company Answering to Wind Farm Noise Complaints in Faribault County, Star Tribune, Feb. 17, 2018, https://www.startribune.com/company-answering-to-wind-farm-noise-complaints-in-faribault-county/474334503.",['IN']
2240,BrightNight Solar Project (Clark County),2025,Canceled,2023.0,2023,No,,IN,Clark County,18019,,Solar,,3900.0,"In October 2023, the Clark County Board of Zoning Appeals denied a special exemption permit for a 3,900-acre solar project proposed by developer BrightNight. The permit was necessary because the project would have been built on agricultural land. Residents opposed the project on the basis of potential impacts to viewsheds.","Noelle Friel, Clark County Zoning Board denies permit for 3,900 acre solar farm, Wave, Oct. 18, 2023, https://www.wave3.com/2023/10/19/clark-county-zoning-board-denies-permit-3900-acre-solar-farm/",['IN']
2241,Carina Solar (Bartholomew County),2025,Canceled,2024.0,2024,Yes,State,IN,Bartholomew County,18005,,Solar,100.0,1880.0,"Plans to construct the 100-MW Carina Solar project on 1,880 acres of land under Bartholomew County and City of Columbus jurisdiction encountered opposition from a local group Nonprofit Bartholomew County Citizens Concerned about Commercial Solar Fields (B4CSF). In February 2024, the Bartholomew County Board of Zoning Appeals denied a conditional use permit for the 1,100-acre piece the project that would be sited within its jurisdiction. That same month, the City of Columbus Board of Zoning Appeals approved an application for a separate 800 acres piece. The developer filed a lawsuit appealing the county’s denial, while local opponents filed a lawsuit appealing the city’s approval. The Bartholomew Circuit Court consolidated the two lawsuits in June. On July 30, 2024, the developer withdrew its application as part of a stipulation dismissing the litigation","Staff Reports, Carina Solar Farm Proposal Withdrawn, Lawsuit Dismissed, The Republic, Aug. 3, 2024, https://www.therepublic.com/2024/08/03/carina-solar-farm-proposal-withdrawn-lawsuit-dismissed/; Brad Davis, Appeals Board Votes Against Solar Proposal, The Republic, Feb. 28, 2024, https://www.therepublic.com/2024/02/28/appeals-board-votes-against-solar-proposal/.",['IN']
2242,Cold Spring Solar Farm (Putnam County),2025,Canceled,2023.0,2023,No,,IN,Putnam County,18133,Russell Township,Solar,200.0,1400.0,"In September 2023, following fourteen months of negotiations, the Putnam County Board of Zoning Appeals denied a motion for a special exception to permit the 200-MW Cold Spring Solar Farm in Russell Township. The decision was largely based on the project’s planned utilization of 1,400 acres of farmland, and the decision received support from residents seeking to preserve the Township’s rural character.","Jared Jernagan, Solar proposal goes dark with BZA, Banner Graphic, Sept. 13, 2023, https://www.bannergraphic.com/story/3009746.html",['IN']
2243,Elkhart County Solar Project (Elkart County),2025,Pending,,2022,No,,IN,Elkhart County,18039,,Solar,150.0,,"In October 2021, Elkhart County commissioners voted against rezoning agricultural land for a 150-MW solar energy project near Millersburg, Indiana. The project had previously earned the support of the Elkhart County Council, the county Plan Commission, and the Economic Development Corp. However, the commissioners sided with neighbors who opposed the project because of potential decreases in property values and visual impacts. However, in September 19, 2022, Elkhart County approved a zoning change for a revised 100-MW version of the project.","Aimee Ambrose, $120 Million Solar Project Rejected by Commissioners, Goshen News, Oct. 12, 2021, https://www.goshennews.com/news/120-million-solar-project-rejected-by-commissioners/article_811269a6-2b6b-11ec-ab3d-9fa6c918b3ac.html; Jakob Lazzaro, Elkhart County Commissioners Deny Zoning Change, Ending Plans for $120 Million Solar Farm Project, WVPE, Oct. 11, 2021, https://www.wvpe.org/indiana-news/2021-10-11/elkhart-county-commissioners-deny-zoning-change-ending-plans-for-120-million-solar-farm-project; Elkhart County Solar Project, https://www.elkhartcountysolarproject.com/ (last visited Feb. 8, 2023).",['IN']
2244,Emerald Green Solar Farm (Howard County),2025,Pending,,2023,Yes,State,IN,Howard County,18067,,Solar,200.0,1800.0,"On March 30, 2023, nine local residents filed a lawsuit to reverse the Howard County Board of Zoning Appeal’s February 28 decision to grant a special exception permit to ENGIE for the proposed Emerald Green Solar Farm. The 200-MW project would occupy approximately 1,800 acres.","Tyler Juranovich, Greentown-area residents file appeal over ENGIE solar farm approval, Kokomo Tribune, Apr. 5, 2023, https://www.kokomotribune.com/news/local_news/greentown-area-residents-file-appeal-over-engie-solar-farm-approval/article_49899bb8-d311-11ed-a159-bb85ef453fae.html",['IN']
2245,Flat Rock Wind Project (Rush County),2025,Canceled,2018.0,2018,Yes,State,IN,Rush County,18139,,Wind,,,"In May 2015, the Rush County Board of Zoning Appeals included in a special exemption permit for the Flat Rock Wind Project the condition that all turbines be set back 2,300 feet from non-participating properties. The setback requirement exceeded the local zoning ordinances’ standard 1,000-foot setback requirement. The applicant challenged the condition in state court, and, in 2017, the Indiana Court of Appeals upheld the Board of Zoning Appeals’ decision. The developer abandoned the project in December 2018, citing delays in obtaining approvals caused by local opposition and zoning disputes.","James Sprague, Area wind project dealt huge blow, News Examiner, June 2, 2016, https://www.windaction.org/posts/45134-area-wind-project-dealt-huge-blow#.V1Wb0VfrjQA; Apex halts plans for controversial Flat Rock wind project, Fox59, Dec. 21, 2018, https://fox59.com/news/apex-halts-plans-for-controversial-flat-rock-wind-project/.",['IN']
2246,Gibson Solar Project (Gibson County),2025,Pending,,2021,No,,IN,Gibson County,18051,,Solar,280.0,,"Averon Energy and Tenaska proposed a 280-MW solar project near the City of Princeton in Gibson County as part of a power purchase agreement. In November 2021, the Princeton Planning Commission voted against recommending the site plan after a meeting at which residents raised concerns about impacts to housing development and property values. The developers responded that they would revise their proposed site plan to eliminate parcels that caused particular controversy.","Andrea Howe, Solar project goes back to the drawing board, Princeton Clarion, Nov. 16, 2021, https://www.pdclarion.com/news/solar-project-goes-back-to-the-drawing-board/article_30abf031-8068-58a5-a1d0-3bf914e260aa.html.",['IN']
2247,Grandview Solar Project (Spencer County),2025,Pending,,2024,Yes,State,IN,Spencer County,18147,,Solar,91.0,,"Grandview Solar Project LLC is seeking to develop a 91-MW commercial solar project in Spencer County that would span 37 parcels of land. In February 2024, a group of over 70 Grandview residents filed a lawsuit against the proposed project seeking declaratory and injunctive relief, claiming that the Town Zoning Administrator lacked jurisdiction to approve the project. In July 2024, an Indiana state court granted summary judgment in favor of the developer, ruling that the project could proceed with construction. Opposition to the project has focused on impacts to farmland.","Seth Austin, Grandview Residents File Lawsuit Over Solar Farm Project, Tristate Homepage, Feb. 5, 2024, https://www.tristatehomepage.com/news/local-news/grandview-residents-file-lawsuit-over-solar-farm-project/; Order Granting Summary Judgment and Final Judgment, Wike. v. Grandview Solar Project LLC, Cause No. 74C01-2404-PL-000055 (Spencer County, Jul. 8, 2024), https://public.courts.in.gov/mycase/#/vw/CaseSummary/eyJ2Ijp7IkNhc2VUb2tlbiI6IlU4VDM3WVlpd0RlcDlrY2pUS2ZaSy1EM3NUcEp0LUdDMktHVXctX2d6R00xIn19; Ben Walls, Grandview wins lawsuit against some residents blocking solar project construction, Tristate Homepage, July 9, 2024, https://www.tristatehomepage.com/news/local-news/spencer-county/grandview-wins-lawsuit-against-some-residents-blocking-solar-project-construction/; Grandview Solar in a Nutshell, Hoosiers for Renewables, https://www.hoosiersforrenewables.com/grandview-solar (last visited Sept. 30, 2024).",['IN']
2248,Hamilton County Wind (Hamilton County),2025,Canceled,2019.0,2019,No,,IN,Hamilton County,18057,,Wind,11.0,,"In December 2019, the Hamilton County Board of Commissioners rejected plans for a 4-turbine, 11-MW project by Hamilton County Wind. In rejecting the plan, one commissioner noted that he believed the company had not met its burden of demonstrating that the wind farm would not pose a threat to human health. At a public hearing earlier in the month, a large crowd of opponents raised concerns including health impacts and property values.","Jeff Bahr, Hamilton County Rejects Wind Project, The Grand Island Independent, Dec. 16, 2019, https://www.wind-watch.org/news/2019/12/16/hamilton-county-rejects-wind-project/.",['IN']
2249,Harvest Wind Project (Miami County),2025,Canceled,2018.0,2018,Yes,State,IN,Miami County,18103,,Wind,600.0,,"In September 2018, developer RES Americas canceled plans for a 600-MW wind farm in Indiana several months after Miami County increased its setback requirement to 2,000 feet from property lines, roads, public lands, and city limits. Residents opposed to the project had collected 900 signatures for a petition requesting a setback of 2,640 feet.","Carson Gerber, Wind Energy Company Kills Project in Miami Co., Kokomo Tribune, Sept. 19, 2018, https://www.kokomotribune.com/news/wind-energy-company-kills-project-in-miami-co/article_1206cd96-bc50-11e8-88fa-8bfcae5efc43.html.",['IN']
2250,Idlewild Solar Project (Jefferson County),2025,Pending,,2025,Yes,Administrative|State,IN,Jefferson County,18077,,Solar,470.0,,"In November 2024, the Jefferson County Board of Zoning Appeals denied an application for a special exception permit for a proposed 470-MW project. [Local community members opposing the project organized a petition and obtained 400 signatures. Residents cited concerns about aesthetics, noise, and impacts on animals. [Note: In January 2025, Idlewild Solar Project filed an appeal of the decision to deny the project.]","Jefferson Solar Power, https://jeffersonsolarpower.com/ (last visited March 2, 2025); BZA denies Orion Renewables' solar farm proposal, TaxNot, 2024, https://taxnot.com/bza-denies-orion/; Idlewild Solar Project LLC v. Jefferson County Board of Zoning Appeals, TRELLIS LAW, 2024,https://trellis.law/case/18155/78c01-2412-pl-000468/idlewild-solar-project-llc-v-jefferson-county-board-zoning-appeals; Southern Indiana landowners speak out about proposed solar farm, WHAS11, Oct. 1, 2024, https://www.whas11.com/article/news/local/indiana/southern-indiana-solar-farm-proposal-idlewild-solar-project/417-672e8dbe-870d-4666-9545-7c2752ca8349.",['IN']
2251,Jordan Creek Wind Energy Center (Benton and Warren Counties),2025,Operational,,2020,No,,IN,Benton County|Warren County,18007|18171,,Wind,400.0,,"This 400-MW project in Benton and Warren Counties began commercial operation in December 2020 despite having faced intense local opposition. Facebook groups, such as the Warren County Concerned Citizens, opposed the project, and residents circulated a petition calling for enhanced setbacks, which cited noise, vibration, shadow flicker, and the threat of ice being thrown from turbines.","Jeremy Ervin, Contentious wind farm seeks zoning nod, Journal & Courier, Nov. 2, 2016, https://www.jconline.com/story/news/2016/11/02/contentious-wind-farm-seeks-zoning-nod/92841036/; Jordan Creek Wind Energy Center: Overview, NextEra, https://www.nexteraenergyresources.com/jordan-creek-wind/project-overview.html (last visited Feb. 8, 2023).",['IN']
